Make,Model,Buyer Gender,Buyer Age,Country,City,Color,New Car,Purchase Date,Sale Price,Resell Price,5-yr Depreciation,Top Speed,0-60 Time
Audi,TT,Female,32,Czech Republic,Kamenné Žehrovice,Purple,FALSE,15/05/2006,33707.67,16119.84,0.05,246.6,4.4
Mercedes-Benz,GL-Class,Male,60,Poland,Zwierzyniec,Teal,TRUE,08/04/2002,96222.15,5289.49,0.22,130.1,6.5
Honda,Civic Si,Female,24,China,Baiguan,Purple,TRUE,04/08/2013,81148.27,40552.34,0.05,161.9,10.2
Ford,Mustang,Male,54,Palestinian Territory,Jalqamūs,Pink,TRUE,06/05/2007,20815.74,47889.96,0.09,209.7,12.8
Lincoln,LS,Male,23,Thailand,Phra Pradaeng,Teal,TRUE,29/03/2013,36225.57,37234.22,0.19,125.4,9.6
Ford,F-Series Super Duty,Male,25,China,Sijiu,Indigo,TRUE,17/03/2004,94113.09,22713.49,0.04,170.4,7.8
Saab,900,Male,67,Russia,Timashëvsk,Fuscia,FALSE,06/07/2017,43263.85,18263.33,0.18,172.4,11.5
GMC,Sonoma,Male,62,Colombia,La Unión,Orange,TRUE,07/06/2016,21216.81,3307.56,0.16,170.6,7.8
Lexus,LX,Female,34,Russia,Lyskovo,Turquoise,TRUE,27/02/2016,83698.45,48633.2,0.02,246,7.4
Honda,Ridgeline,Male,65,Mauritius,Mapou,Green,FALSE,19/08/2012,79191.2,13965.86,0.11,219.9,3.7
Toyota,Tacoma Xtra,Female,35,Russia,Novomyshastovskaya,Purple,FALSE,18/10/2008,53414.23,26519.85,0.24,238.9,5.5
Cadillac,XLR,Female,35,Indonesia,Gelap,Indigo,TRUE,21/05/2011,88612.04,2148.19,0.07,145.3,4.7
MINI,Cooper,Male,59,Sweden,Solna,Puce,TRUE,04/07/2002,87740.38,5968.2,0.09,141.4,12.5
Audi,Cabriolet,Male,72,Czech Republic,Poříčí nad Sázavou,Violet,FALSE,28/04/2008,55739.74,31016.87,0.15,184.7,3.6
Hummer,H2 SUT,Female,61,Mongolia,Buga,Mauv,FALSE,16/06/2013,10180.26,49635.85,0.16,122.3,12.2
Hyundai,Sonata,Male,38,Greece,Loukísia,Crimson,TRUE,25/05/2011,88204.26,5558.44,0.05,157.1,2.9
Chevrolet,Sportvan G30,Male,73,Mongolia,Jargalant,Red,FALSE,19/06/2016,49052.32,17094.84,0.14,187.6,4.4
BMW,M5,Male,31,Portugal,Fonte da Vaca,Orange,FALSE,01/01/2020,54154.66,47939.78,0.2,239.3,4.2
Subaru,XT,Female,44,Indonesia,Jayawangi,Orange,FALSE,11/10/2019,55796.93,45244.16,0.02,176.8,12.2
Dodge,Caravan,Female,36,China,Youhao,Turquoise,TRUE,06/04/2015,43251.83,12505.49,0.18,180.8,11.5
Chevrolet,Suburban 1500,Female,71,Poland,Tomaszów Lubelski,Pink,FALSE,03/02/2016,13058.28,39617.78,0.24,246.5,2.1
Honda,CR-V,Female,54,Georgia,Dioknisi,Crimson,TRUE,24/07/2018,88957.33,14849.67,0.06,226.4,14.7
Saab,900,Male,66,Philippines,Cayang,Fuscia,TRUE,07/10/2013,30611.99,25776.68,0.05,135.9,10.8
Ford,F450,Male,44,China,Jingzi,Mauv,FALSE,25/11/2008,77665.05,38760.98,0.16,202.7,12
Acura,TL,Female,31,Estonia,Rakvere,Purple,FALSE,17/01/2014,95515.96,35816.31,0.04,243.3,13.3
Pontiac,Vibe,Female,53,Brazil,Palmeira,Green,FALSE,14/02/2002,85496.32,26168.73,0.11,221.2,6.8
Buick,Century,Female,27,Netherlands,Heemskerk,Purple,FALSE,08/01/2008,37241.91,37645.51,0.09,221.3,13.2
Volkswagen,Touareg 2,Female,30,Philippines,Bombon,Orange,FALSE,21/01/2003,13465.06,3009.85,0.05,212.6,13.6
Subaru,Legacy,Female,69,Philippines,Tulay,Red,FALSE,16/10/2018,79498.69,43702.85,0.17,213.8,5.3
MINI,Cooper,Female,27,Belarus,Klyetsk,Mauv,TRUE,30/12/2003,44319.75,48162.7,0.09,167.3,9.7
Ford,Crown Victoria,Female,44,China,Yunmenling,Crimson,TRUE,28/12/2006,62831.37,28874.03,0.15,178.7,3.6
Chevrolet,Express 2500,Female,47,Indonesia,Habingkloang,Aquamarine,FALSE,31/05/2020,90487.6,11601.07,0.03,150,10.5
Nissan,Sentra,Female,39,Poland,Tarnawatka,Mauv,FALSE,13/03/2004,45218.43,18655.57,0.21,239.9,8.4
Bentley,Continental,Female,58,Philippines,Bato,Green,TRUE,17/03/2014,14335.52,49790.04,0.17,182.3,13.3
Chevrolet,Equinox,Female,29,Argentina,Guatimozín,Green,TRUE,06/06/2005,92485.16,13117.18,0.1,137.8,14.8
Mercury,Mystique,Female,72,Greece,Émponas,Teal,TRUE,31/05/2015,84741.15,19126.24,0.23,176.4,13
Ford,Econoline E250,Female,70,China,Xinjie,Teal,TRUE,23/06/2012,36306.7,7634.24,0.18,195.8,12.8
BMW,X6,Male,70,China,Wuyang,Mauv,TRUE,06/08/2013,57645.38,28044.65,0.03,192.4,14.4
Honda,Accord,Male,64,Nigeria,Zaki Biam,Goldenrod,FALSE,22/07/2015,54087.41,6830.03,0.02,177.4,2.2
BMW,7 Series,Female,48,Israel,Tiberias,Yellow,FALSE,02/08/2008,94192.61,38152.6,0.13,137.8,6.6
Volvo,C70,Female,70,China,Xinzhou,Turquoise,TRUE,18/05/2007,33964.61,49060.54,0.22,157.7,6.4
Honda,CR-V,Male,44,Poland,Fabianki,Fuscia,FALSE,25/01/2004,94977.86,25007.44,0.05,243.9,4.7
Cadillac,CTS-V,Female,73,Portugal,Cabriz,Blue,TRUE,17/06/2017,10169.08,37582.79,0.08,228.2,5.7
Chevrolet,Suburban 2500,Female,74,China,Longshan,Teal,TRUE,12/01/2017,85746.21,31054.48,0.11,179.6,14.4
Mercury,Capri,Male,64,Ukraine,Pershotravneve,Maroon,FALSE,08/06/2003,61917.19,14433.99,0.15,141.8,13.4
Ford,Crown Victoria,Male,49,Bulgaria,Satovcha,Turquoise,TRUE,28/11/2015,95629.65,47614.75,0.07,231.1,6.4
Isuzu,Rodeo,Male,22,Uruguay,Belén,Orange,TRUE,24/12/2015,44320.9,25259.25,0.14,214.5,12.5
Chevrolet,Silverado,Male,39,Poland,Leńcze,Goldenrod,FALSE,30/01/2017,15465.61,47006.9,0.15,149,11.4
Honda,Odyssey,Male,28,China,Damaying,Yellow,FALSE,12/03/2015,20279.37,25841.87,0.08,127.4,14.9
Lexus,SC,Female,57,Indonesia,Dawe,Aquamarine,FALSE,16/04/2014,99195.87,23516.64,0.19,224,5.9
Dodge,Dakota Club,Female,52,Serbia,Novi Slankamen,Pink,TRUE,11/05/2012,69950.71,32585.88,0.24,241.3,5.9
Cadillac,Escalade ESV,Female,63,Poland,Prażmów,Goldenrod,FALSE,26/07/2019,50203.63,7265.7,0.21,144.9,6.6
Mazda,Mazda6,Female,32,Indonesia,Kertasari,Puce,FALSE,08/11/2015,94408.76,27663.85,0.04,234.1,9
Mercury,Sable,Female,53,Brazil,Torres,Red,FALSE,10/10/2018,20404.04,5035.34,0.14,193.5,5.6
Pontiac,Sunfire,Male,44,Indonesia,Rantaupanjang,Yellow,TRUE,07/03/2009,54525.81,25349.43,0.06,149.8,10.1
Chevrolet,Corvette,Female,36,South Africa,Ashton,Yellow,TRUE,20/03/2011,55397.48,13350.62,0.2,121.7,11.5
Jeep,Grand Cherokee,Female,62,Greece,Sérvia,Yellow,TRUE,04/12/2016,26579.45,48876.63,0.15,215.6,13.7
Mazda,B-Series Plus,Female,31,Ukraine,Velykyy Burluk,Purple,FALSE,19/02/2009,68640.59,32231.38,0.05,158.3,11.3
Cadillac,Eldorado,Female,35,Indonesia,Longnawang,Puce,TRUE,24/04/2007,63488.26,45901.73,0.11,195,8.3
Ford,LTD Crown Victoria,Male,22,United States,Sacramento,Fuscia,TRUE,23/12/2015,80408.93,26208.81,0.18,139.7,7.3
Mercedes-Benz,SLK-Class,Male,65,China,Yaojiaji,Yellow,FALSE,20/08/2006,60637.97,5875.61,0.08,165,10.5
Mercury,Marquis,Female,62,Portugal,Alpiarça,Khaki,TRUE,05/02/2003,39558.65,23727.87,0.15,134.9,4.2
Buick,LeSabre,Male,44,Greece,Monastirákion,Khaki,FALSE,07/09/2015,26796.92,33206.32,0.08,164.3,8.7
Eagle,Premier,Female,72,Brazil,Itajaí,Green,TRUE,13/05/2018,58859.56,2978.38,0.2,198.9,10
Land Rover,Freelander,Male,30,Indonesia,Tarimbang,Puce,FALSE,16/06/2005,27609.93,45865.82,0.21,136.8,6.2
Porsche,944,Male,72,China,Liuzu,Mauv,FALSE,03/10/2017,41828.36,29881.93,0.21,244.4,13.1
Mitsubishi,Galant,Female,74,Morocco,Nouaseur,Blue,FALSE,17/05/2018,40625.11,10460.19,0.08,138.1,9.8
Nissan,Sentra,Female,30,Mongolia,Altanbulag,Maroon,FALSE,05/03/2015,82062.99,2055.63,0.05,134,5.4
Pontiac,G5,Female,41,Democratic Republic of the Congo,Tshela,Purple,FALSE,19/04/2010,34222.21,28762.48,0.1,206.4,7.3
Ford,Taurus,Female,67,Russia,Neftekamsk,Orange,FALSE,10/05/2017,90437.81,18691.69,0.11,220.4,5.1
Chevrolet,Traverse,Female,32,Indonesia,Sempu,Mauv,FALSE,20/04/2015,19463.27,31633.6,0.04,245,12.9
Chevrolet,Suburban 2500,Male,74,Poland,Besko,Indigo,TRUE,22/11/2006,16011.44,18253.01,0.18,176.1,13.4
Hyundai,Veracruz,Male,68,Canada,Lunenburg,Pink,TRUE,02/03/2020,84559.6,19399.27,0.22,141.9,4.3
Ford,Windstar,Male,57,Ukraine,Mala Danylivka,Turquoise,FALSE,01/11/2017,39336.64,23379.83,0.14,208.9,14.8
Audi,TT,Male,47,China,Quanzhou,Turquoise,TRUE,03/09/2019,27081.49,18866.14,0.04,222.1,7.8
Mazda,929,Female,69,Bulgaria,Kaynardzha,Mauv,TRUE,05/11/2012,66275.75,36924.26,0.08,215,13.9
Ford,Expedition EL,Male,65,Portugal,Ribeira Seca,Maroon,TRUE,14/10/2017,80238.5,28563.15,0.15,221.2,8.1
Isuzu,i-Series,Male,64,South Africa,Willowmore,Puce,TRUE,12/01/2017,23320.96,35337.73,0.07,145.7,13.3
Dodge,Viper,Male,72,Portugal,Horta,Indigo,TRUE,29/04/2013,87229.44,19882.08,0.17,177.8,10.8
Chevrolet,Venture,Female,32,Indonesia,Cikananga,Puce,TRUE,08/01/2019,66102.26,48167.36,0.13,184.5,11.1
Volvo,960,Female,50,Indonesia,Mojolampir,Khaki,TRUE,12/10/2010,68364.35,3897.97,0.01,220.5,3.9
Mazda,Mazda3,Female,66,China,Jiazhuyuan,Pink,FALSE,08/03/2015,55183.11,46142.09,0.04,165,8.3
Ford,Taurus,Female,64,France,Saint-Étienne,Fuscia,FALSE,14/02/2016,64834.45,10622.32,0.2,160,11.2
Lincoln,Mark LT,Female,20,Philippines,Abucay,Puce,FALSE,03/02/2007,75708.56,8579.62,0.05,211,4.2
Toyota,Solara,Male,52,Nigeria,Holma,Aquamarine,TRUE,11/03/2002,41116.88,26496.83,0.23,234.1,10.8
Cadillac,STS,Female,25,China,Shuangbaiyang,Blue,FALSE,23/06/2009,82093.44,2205.34,0.06,138.6,8.4
Toyota,Tacoma,Female,59,Poland,Rudziczka,Maroon,TRUE,28/08/2002,30554.55,12977.37,0.12,198.6,4.7
Porsche,911,Female,32,Armenia,Shaghat,Crimson,TRUE,07/11/2004,60054.79,39706.89,0.18,146.9,14.3
Pontiac,Grand Prix,Female,21,Iran,Khondāb,Aquamarine,TRUE,28/11/2004,82768.39,47263.26,0.18,201.4,2.5
Cadillac,Escalade,Female,33,China,Nanyi,Pink,FALSE,02/07/2017,31768.82,29921.52,0.17,234.1,9.1
Mitsubishi,L300,Male,28,Sweden,Kristianstad,Maroon,FALSE,27/06/2008,73962.26,8302.58,0.06,223.3,9.5
Chevrolet,Corvette,Male,39,France,Antony,Crimson,FALSE,26/02/2019,23117.73,3908.66,0.15,162.4,3.7
BMW,3 Series,Male,29,China,Chengzhai,Teal,FALSE,30/01/2003,92729.24,7888.57,0.09,145,8
Ford,GT500,Male,30,Portugal,Refojos,Aquamarine,FALSE,13/09/2013,51034.03,19081.99,0.13,210.1,3.7
GMC,Yukon,Male,38,Kiribati,Ambo Village,Aquamarine,FALSE,04/07/2004,27186.47,17060.49,0.13,247.7,9.8
Ford,F150,Male,39,Germany,Leipzig,Maroon,FALSE,08/09/2015,43118.37,20046.24,0.05,204.7,3.9
Honda,Pilot,Male,34,Russia,Yartsevo,Puce,FALSE,14/03/2015,51742.6,11471.78,0.14,245.1,10.4
Oldsmobile,LSS,Male,70,Serbia,Boljevac,Blue,TRUE,22/01/2009,82600.53,22820.71,0.03,245.2,4.9
Mazda,Mazda3,Female,66,China,Luozhuang,Puce,TRUE,09/09/2011,37079.35,5257.1,0.16,181.2,5.3
Porsche,Cayman,Female,51,Thailand,Phra Nakhon Si Ayutthaya,Aquamarine,FALSE,14/07/2005,64707.97,37622.15,0.08,162.5,6.4
Infiniti,QX,Female,54,China,Huangbizhuang,Mauv,FALSE,11/04/2012,24557.46,14144.72,0.04,159.4,4.4
Dodge,Caravan,Male,25,China,Xinzhou,Teal,FALSE,03/10/2015,53953.48,13648.05,0.19,230.6,14.3
Toyota,TundraMax,Male,46,China,Liqiao,Yellow,TRUE,13/04/2010,92373.37,23440.23,0.15,210.3,13.5
Daewoo,Lanos,Male,74,Honduras,Puerto Castilla,Fuscia,TRUE,05/11/2009,29643.35,3598.1,0.19,123.7,7.7
Pontiac,Solstice,Female,20,Lithuania,Žemaičių Naumiestis,Yellow,FALSE,09/12/2010,26295.15,12218.33,0.02,125.2,13.7
Toyota,Sequoia,Male,34,China,Changmao,Purple,TRUE,16/12/2015,61324.94,43778.86,0.2,151.6,12.5
Jaguar,XJ Series,Male,70,China,Beizhakou,Yellow,TRUE,15/02/2010,76531.12,17549.78,0.17,184.4,6.3
Porsche,911,Male,34,Syria,Tall aḑ Ḑamān,Red,FALSE,24/07/2019,31138.82,12611.78,0.15,214.8,6.1
Dodge,Ram Wagon B150,Male,63,China,Caomiao,Indigo,FALSE,20/09/2020,57856.62,25138.45,0.02,127.5,8.4
Suzuki,SJ,Female,23,France,Fleury-les-Aubrais,Blue,FALSE,11/12/2009,83333.54,29593.48,0.06,200.3,14.4
Chevrolet,Silverado 1500,Female,74,Indonesia,Cimara,Violet,FALSE,05/02/2017,67610.96,17002.33,0.23,247.1,3.7
Chevrolet,Camaro,Female,73,Peru,Conchucos,Mauv,FALSE,20/01/2019,96968.43,9866.41,0.12,187.9,2.9
Scion,xD,Male,51,Serbia,Smederevska Palanka,Goldenrod,FALSE,10/10/2004,87771.54,44137.15,0.2,136.2,2
Suzuki,Forenza,Female,42,Palestinian Territory,Faḩmah,Purple,TRUE,24/01/2007,89244.64,7481,0.22,217.3,7.6
Jaguar,XJ Series,Female,34,Indonesia,Ciranca Satu,Yellow,FALSE,26/04/2002,58969.88,38111.29,0.13,124.7,10.9
Mercury,Lynx,Female,39,Brazil,Gavea,Pink,FALSE,30/03/2015,20875.18,46760.13,0.22,202.7,14.1
Lexus,ES,Male,23,Thailand,Non Narai,Goldenrod,FALSE,12/01/2010,79542.28,47786.43,0.11,229.7,5.9
Chevrolet,Corvette,Male,65,Brazil,Salto de Pirapora,Indigo,TRUE,02/06/2016,23356.88,28616.19,0.17,236.7,6.3
Dodge,Ram Van 3500,Female,57,Russia,Lyuban’,Violet,FALSE,10/11/2016,75059.27,30197.25,0.08,167.6,11.4
Infiniti,Q,Female,23,Argentina,Bandera,Violet,TRUE,01/01/2012,80652.52,11897.81,0.07,181.5,11.9
Volvo,S80,Female,21,Peru,Mamara,Aquamarine,FALSE,29/04/2015,43432.23,37119.87,0.18,140.8,9.8
Kia,Sportage,Male,33,China,Ershilipu,Pink,FALSE,06/11/2012,49897.3,35460.07,0.18,193,13.9
Toyota,Tacoma Xtra,Male,66,Sri Lanka,Wattala,Goldenrod,FALSE,09/12/2014,14483.29,30721.7,0.2,176.8,5.7
Lamborghini,Diablo,Female,22,Indonesia,Long Loreh,Turquoise,FALSE,25/07/2005,24371.77,19563.15,0.15,201,5.8
Audi,A6,Female,72,Indonesia,Marabahan,Crimson,TRUE,12/01/2017,77674.2,27844.05,0.19,198.3,8
Jeep,Wrangler,Male,38,Poland,Miechów Charsznica,Khaki,FALSE,25/04/2017,49070.78,10174.97,0.03,148.9,5.4
Chevrolet,G-Series G10,Male,36,Sweden,Kalmar,Purple,FALSE,06/07/2014,97086.06,36795.03,0.15,240.8,4.6
Ford,Escort,Male,44,Germany,Hanau,Orange,FALSE,12/05/2010,63005.85,25608.86,0.18,204.4,14.8
Mazda,MX-6,Female,43,Albania,Suç,Green,TRUE,25/12/2012,55727.75,37024.68,0.14,190.1,6.7
Infiniti,M,Male,55,China,Heitan,Khaki,FALSE,12/03/2012,30883.96,44604.8,0.18,160.9,14.9
Mercedes-Benz,S-Class,Female,28,China,Yangying,Khaki,TRUE,03/12/2006,96813.8,2507.79,0.04,147.2,9.3
Infiniti,G37,Female,23,Philippines,Tagum,Turquoise,TRUE,23/02/2020,48584.67,38340.74,0.23,122.3,14
Nissan,350Z,Male,51,Philippines,Cabiguan,Maroon,FALSE,23/12/2008,38203.31,49160.81,0.02,145.8,14
Hyundai,Sonata,Female,72,Indonesia,Kakan,Khaki,TRUE,30/07/2004,77322.85,17669.49,0.19,234.1,8.2
Lotus,Exige,Female,72,Brazil,Ponta Grossa,Goldenrod,FALSE,22/08/2006,12117.74,11660.51,0.23,240.6,11.2
Mercedes-Benz,Sprinter 3500,Female,66,Ethiopia,Āgaro,Indigo,FALSE,11/05/2010,41343.11,40904.33,0.14,201.9,4.6
Nissan,370Z,Male,49,France,Lunéville,Khaki,TRUE,08/11/2015,90323.28,13982.07,0.16,196.1,12.4
Pontiac,Gemini,Male,29,Russia,Svetlyy,Mauv,FALSE,28/10/2017,23742.11,37402.64,0.16,249.2,3.1
Aston Martin,Vantage,Female,66,China,Gangbian,Khaki,TRUE,27/03/2018,93341.06,11311.12,0.23,242.1,10.1
Mitsubishi,Precis,Male,49,Indonesia,Krajan Kedungsalam,Teal,TRUE,29/11/2016,82477.75,46243.77,0.22,226.9,13
Land Rover,Defender,Female,68,Indonesia,Ketara,Red,FALSE,26/08/2010,14967.45,20634.9,0.19,137.2,3
Chevrolet,Cavalier,Female,69,Brazil,Forquilhinha,Teal,FALSE,21/02/2008,21462.47,46282.12,0.02,235.2,10.5
Chevrolet,Blazer,Female,61,China,Xijiang,Purple,FALSE,05/05/2011,90051.02,27498.9,0.24,222.5,5.6
Saturn,Relay,Male,58,France,Abbeville,Mauv,FALSE,23/09/2014,54650.44,33130.86,0.25,235.9,5.4
Hyundai,Sonata,Male,49,Russia,Ussuriysk,Aquamarine,TRUE,11/10/2007,79033.01,48038.29,0.1,195.7,11.2
Lincoln,LS,Male,30,Guatemala,Gualán,Turquoise,TRUE,02/09/2011,43098.7,33665.16,0.16,240.3,11
Chevrolet,Malibu,Female,37,China,Baitao,Aquamarine,TRUE,22/03/2005,91971.16,22323.84,0.09,178.3,3.1
Volkswagen,Eurovan,Male,20,Ivory Coast,Toumodi,Maroon,TRUE,11/05/2002,90780.34,45020.13,0.03,232.1,8.3
Chevrolet,Express,Male,24,Australia,Sydney,Indigo,FALSE,04/02/2020,86072.84,4203.82,0.05,183.9,14.3
Subaru,Legacy,Female,27,China,Tuzhai,Goldenrod,FALSE,03/09/2020,18668.1,16345.93,0.14,130.8,13.4
Dodge,Caravan,Female,39,Myanmar,Nay Pyi Taw,Purple,TRUE,30/05/2017,66325.03,23938.37,0.09,137.5,10.3
Mitsubishi,Mirage,Female,50,Ukraine,Skelivka,Yellow,FALSE,30/10/2010,27185.17,46182,0.04,207.6,3.2
Infiniti,G35,Female,71,Indonesia,Sulengwaseng,Purple,TRUE,01/08/2019,57938.99,6358.71,0.24,163.4,7.4
Ford,Explorer,Male,45,China,Baiheshan,Blue,TRUE,13/08/2003,36549.16,32620.09,0.02,139.5,3.6
Subaru,Alcyone SVX,Male,60,Philippines,Kumalarang,Violet,FALSE,18/12/2019,23398.36,14652.13,0.06,141.9,11.8
Ram,1500,Female,28,Laos,Xiang Ngeun,Turquoise,TRUE,20/06/2005,63021.93,9264.67,0.11,147,5.5
Volkswagen,New Beetle,Female,32,Indonesia,Padangpanjang,Turquoise,FALSE,23/10/2014,23517.25,33946.07,0.05,126.3,5.9
Kia,Sorento,Male,63,Czech Republic,Vlkoš,Green,FALSE,28/10/2004,73800.18,46287.27,0.24,227,3.2
BMW,745,Female,40,Colombia,Machetá,Turquoise,TRUE,01/06/2015,82933.87,5833.54,0.15,154.3,3
Toyota,Prius,Female,39,China,Taizi,Teal,TRUE,26/05/2009,87560.81,11060.57,0.19,241.2,7.9
Isuzu,i-290,Female,56,Indonesia,Koronganayam,Red,TRUE,26/05/2014,46462.59,43050.76,0.14,194.7,12.8
Nissan,Altima,Male,33,Poland,Książki,Fuscia,FALSE,03/01/2003,27934.34,22313.97,0.08,153.4,4.4
Nissan,Sentra,Male,75,Portugal,Fonte Boa da Brincosa,Teal,TRUE,29/04/2012,78770.15,31763.18,0.05,198,9.7
Chevrolet,Avalanche,Male,59,Norway,Bodø,Red,FALSE,21/10/2008,12705.41,11104.86,0.11,234.5,5.5
BMW,3 Series,Male,21,South Africa,Jansenville,Violet,FALSE,20/06/2004,91100.84,48783.25,0.04,136.2,6.8
Volkswagen,Passat,Female,69,Brazil,Itapetinga,Blue,TRUE,09/12/2006,51659.1,21820.57,0.02,165.3,6.5
Nissan,Quest,Female,43,China,Xin Bulag,Blue,FALSE,29/04/2007,43053.95,25344.45,0.19,207.8,8.4
Ford,Ranger,Female,53,Russia,Raychikhinsk,Blue,FALSE,09/02/2014,59129.7,37466.41,0.13,213.2,13.8
Mitsubishi,Tredia,Male,47,China,Qingfeng,Red,TRUE,18/01/2007,56553.54,24959.68,0.17,158.1,13.2
Mazda,626,Male,26,Brazil,Padre Paraíso,Crimson,FALSE,11/08/2007,91152.67,43188.6,0.08,188.9,6.8
Toyota,Venza,Male,55,Greece,Xilópolis,Indigo,TRUE,17/09/2018,48379,12400.6,0.06,177.7,11.2
Dodge,Dakota Club,Female,69,China,Caqu,Mauv,TRUE,18/01/2015,40847.26,18745.56,0.17,199.8,10.7
Buick,Park Avenue,Male,41,Sweden,Emmaboda,Crimson,FALSE,30/09/2016,30854.35,17141,0.16,204.9,14.1
Land Rover,Discovery,Male,65,China,Chenjiatan,Red,TRUE,13/08/2015,51331.28,14195.09,0.07,167.5,6.6
Scion,tC,Female,46,Ethiopia,Debre Zeyit,Mauv,TRUE,11/06/2009,72273.41,6185.68,0.14,200.6,6.8
Chevrolet,Monte Carlo,Male,48,Honduras,El Marañón,Yellow,FALSE,23/12/2019,63993.75,39602.16,0.02,225.7,11.5
Pontiac,Grand Am,Female,20,Venezuela,Los Dos Caminos,Yellow,TRUE,18/12/2005,60514.01,22784.27,0.24,151.7,7.5
Chevrolet,Impala SS,Female,35,Peru,San Miguel,Green,TRUE,13/10/2009,58041.66,37347.68,0.22,208.4,9.7
Hyundai,Excel,Male,53,China,Nanzhen,Turquoise,FALSE,22/03/2010,74503.37,16726.38,0.06,156.2,6.5
Ford,Explorer,Male,38,Indonesia,Curuggoong,Blue,TRUE,31/08/2003,43411.69,40787.75,0.11,218.6,8.8
GMC,Sierra 1500,Female,24,Latvia,Ulbroka,Yellow,TRUE,19/04/2020,85654.24,32482.88,0.05,164.6,12.9
Chevrolet,Avalanche,Female,70,Poland,Strawczyn,Mauv,TRUE,12/02/2007,70716.42,12666.59,0.16,131.8,11.3
Chevrolet,Express 3500,Male,34,France,Montluel,Red,TRUE,19/07/2009,55607.82,5031.52,0.12,131.5,9
Mercury,Grand Marquis,Female,35,Indonesia,Jambean,Purple,TRUE,03/03/2016,35058.52,48352.4,0.03,231.3,11.4
Infiniti,I,Male,30,Denmark,København,Khaki,FALSE,23/09/2004,43046,41948.34,0.13,245.1,13.3
Toyota,Avalon,Male,62,Mongolia,Mandal,Puce,FALSE,25/06/2003,18283.34,37310.18,0.02,126.3,11.7
Honda,CR-X,Male,51,France,Guingamp,Aquamarine,TRUE,10/02/2016,58268.66,36166.57,0.15,187.9,11.8
Nissan,Quest,Male,69,United States,Buffalo,Orange,FALSE,26/08/2017,36223.28,41303.02,0.21,142.1,9.6
Chevrolet,Silverado 1500,Female,27,China,Youzai,Crimson,FALSE,27/06/2006,67417.52,18649.77,0.11,196.6,3.5
Audi,S4,Female,55,China,Yushang,Puce,FALSE,12/03/2019,49357.34,4239.52,0.06,196.5,11
Audi,A5,Female,57,Palestinian Territory,Shūkat aş Şūfī,Mauv,TRUE,01/09/2020,44163.32,34563.65,0.23,156,2.2
Pontiac,Bonneville,Male,33,Indonesia,Bitung,Orange,TRUE,23/07/2020,13662.54,38366.71,0.25,135.1,12.6
Plymouth,Grand Voyager,Male,49,China,Shiwan,Indigo,FALSE,01/05/2016,26716.23,32299.66,0.23,146,11.2
Subaru,XT,Male,48,Macedonia,Obršani,Orange,FALSE,18/01/2015,65201.66,35873.2,0.02,195.7,5.8
Dodge,Caravan,Female,60,Brazil,Formiga,Violet,FALSE,26/09/2011,59452.12,17415.9,0.25,207.4,13.1
Oldsmobile,Alero,Female,53,Indonesia,Padaimut,Maroon,TRUE,16/05/2002,95789.96,49137.08,0.08,222.4,13.1
Lexus,LX,Female,74,Sweden,Boxholm,Goldenrod,FALSE,05/11/2009,38977.6,29150.08,0.02,217.7,10.8
Mercedes-Benz,W201,Female,66,Philippines,Tagoloan,Yellow,FALSE,18/06/2014,96844.76,41067.64,0.07,139.2,7.9
Acura,RL,Female,37,China,Changsha,Blue,TRUE,05/05/2016,66224.95,12730.99,0.13,164.5,4.6
Toyota,Echo,Male,58,Mongolia,Sergelen,Indigo,FALSE,18/07/2005,53470.08,46056.49,0.25,226.1,5.8
Toyota,Celica,Female,49,Haiti,Port-de-Paix,Violet,TRUE,19/06/2013,81279.75,34805.8,0.12,214.1,8.6
Chevrolet,Caprice,Male,71,China,Xiangrong,Indigo,FALSE,06/07/2005,82786.45,30286.48,0.12,132.4,10.8
Mercedes-Benz,300SL,Male,47,Peru,Carhuac,Goldenrod,FALSE,14/09/2003,58128.3,46679.61,0.2,144.5,4.1
Saab,9000,Male,54,Uganda,Kaabong,Green,TRUE,12/03/2012,88251.71,26154.3,0.21,186.4,2.5
Lexus,IS,Male,57,Philippines,Naguilian,Orange,FALSE,08/11/2018,75830.59,7867.45,0.12,186.4,10.8
Mitsubishi,Starion,Female,62,Cameroon,Douala,Aquamarine,TRUE,28/06/2017,86073.78,49125.66,0.11,223.3,10.8
Mercedes-Benz,G-Class,Female,28,Tanzania,Naberera,Aquamarine,TRUE,23/09/2013,36353.96,25635.39,0.11,121.4,8.1
Mazda,MX-5,Female,72,China,Zhongba,Puce,FALSE,24/04/2020,42028.54,34902.77,0.1,219.1,5.3
Chevrolet,S10,Female,66,Greece,Néos Oropós,Khaki,TRUE,21/10/2013,70232.09,48083.96,0.12,169.9,9.2
Volkswagen,Type 2,Female,34,Brazil,Guararema,Indigo,FALSE,27/04/2002,89677.41,9578.84,0.19,216.2,3.2
Dodge,Neon,Male,20,Albania,Shushicë,Puce,TRUE,07/01/2013,59836.06,20965.14,0.15,161.1,10.3
Cadillac,DeVille,Male,28,North Korea,Chongjin,Goldenrod,FALSE,25/09/2003,73917.9,26851.08,0.21,225.9,5.7
Mercedes-Benz,CL-Class,Female,34,Philippines,Santa Magdalena,Purple,TRUE,22/05/2019,35786.83,24015.3,0.08,129.3,11
